PMA_PMN_NUM,rpss,rpss_category,recall_count,total_adverse_events,unique-manufacturers,device_class,root_cause_description,last_scored,device_name
K213818,0.37972039,Medium,268,2144,0,2,Nonconforming Material/Component,2:35:19 AM,"VersaOne Optical Trocar with Fixation Balloon Cannula, VersaOne Universal Fixation Balloon Cannula"
P180008,0.379714714,Medium,9,315,0,3,Device Design,2:35:19 AM,"Automated Insulin Dosing , Threshold Suspend"
K123459,0.37970583,Medium,103,2369,0,2,Device Design,2:35:19 AM,ZIMMER PERSONA TM PERSONALIZED KNEE SYSTEM
K080257,0.379696953,Medium,268,1608,0,2,Nonconforming Material/Component,2:35:19 AM,MICROFRANCE LAPAROSCOPIC MANUAL SURGICAL INSTRUMENTS
K992288,0.379694878,Medium,268,1876,0,2,Nonconforming Material/Component,2:35:19 AM,AUTO SUTURE* SOFT THORACOPORT** OBTURATOR AND SLEEVE
K230173,0.379669606,Medium,64,704,0,2,Device Design,2:35:19 AM,Servo-air Lite Ventilator System
P200037,0.379666099,Medium,5,4640,0,3,Component design/selection,2:35:19 AM,Wearable Automated External Defibrillator
K090631,0.37966448,Medium,268,1072,0,2,Nonconforming Material/Component,2:35:19 AM,PAJUNK DISPOSABLE BALLOONS AND BALLOON SYSTEMS
K060755,0.379641714,Medium,12,84,0,2,Device Design,2:35:19 AM,"ELECSYS VITAMIN B12 IMMUNOASSAY, CALSET II AND CALCHECK"
K220108,0.379534247,Medium,268,536,0,2,Nonconforming Material/Component,2:35:19 AM,SDC4K Information Management System with Device and Voice Control Package
K013695,0.379526117,Medium,268,804,0,2,Nonconforming Material/Component,2:35:19 AM,"MICROLINE INC. REUSABLE LAPAROSCOPIC CLIP APPLIER WITH IMPLANTABLE TITANIUM CLIPS, MODEL M/L-10"
K013617,0.379520245,Medium,268,804,0,2,Nonconforming Material/Component,2:35:19 AM,"LTF-240 PLEURAVIDEOSCOPE, ITS ACCESSORIES AND ANCILLARY EQUIPMENTS"
K213521,0.379507663,Medium,64,896,0,2,Device Design,2:35:19 AM,Nihon Kohden NKV-330 Ventilator System
K071107,0.379502593,Medium,100,200,0,2,Device Design,2:35:19 AM,GENDER SOLUTIONS NATURAL-KNEE FLEX SYSTEM; NEX GEN COMPLETE KNEE SOLUTION CR-FLEX GENDER SOLUTIONS FEMALE FEMORAL COMPON
K201805,0.37947631,Medium,268,804,0,2,Nonconforming Material/Component,2:35:19 AM,VersaOne Reusable Positioning Trocar System
K172618,0.379410928,Medium,268,1072,0,2,Nonconforming Material/Component,2:35:19 AM,SYSTEMS INTEGRATION ENDOALPHA MEDICAL CONTROL UNIT FOR ENDOSURGERY UCES-4 Software Version 1
K092684,0.379374684,Medium,268,1072,0,2,Nonconforming Material/Component,2:35:19 AM,LAPAROSCOPIC RETRACTORS
K202582,0.379348592,Medium,268,536,0,2,Nonconforming Material/Component,2:35:19 AM,Arthrex SynergyID Endoscopic Imaging System
K153218,0.379306336,Medium,268,804,0,2,Nonconforming Material/Component,2:35:19 AM,Arthrex Synergy UHD4 System
K212941,0.37929704,Medium,99,297,0,2,Device Design,2:35:19 AM,Porous Patella
K142603,0.37929452,Medium,268,804,0,2,Nonconforming Material/Component,2:35:19 AM,Stryker Precision HD Camera System
K211043,0.379290546,Medium,268,1340,0,2,Nonconforming Material/Component,2:35:19 AM,Alexis Contained Extraction System
K050639,0.379200122,Medium,268,1876,0,2,Nonconforming Material/Component,2:35:19 AM,LUMENIS VERSACUT TISSUE MORCELLATOR SYSTEM
K150956,0.379172852,Medium,268,536,0,2,Nonconforming Material/Component,2:35:19 AM,PINPOINT Endoscopic Fluorescence Imaging System
K141056,0.379129205,Medium,102,8670,0,2,Device Design,2:35:19 AM,TRIATHLON KNEE SYSTEM POSTERIOR STABILIZED COMPONENTS
K191043,0.379021332,Medium,269,269,0,2,Nonconforming Material/Component,2:35:19 AM,da Vinci Handheld Camera
K210308,0.379016811,Medium,99,198,0,2,Device Design,2:35:19 AM,EMPOWR Porous Femur with HAnano SurfaceTM
K221850,0.378924024,Medium,99,693,0,2,Device Design,2:35:19 AM,GMK 3D Metal Tibial Tray
K071417,0.378840598,Medium,99,792,0,2,Device Design,2:35:19 AM,DEPUY LPS DIAPHYSEAL AND METAPHYSEAL SLEEVES
K070198,0.378649291,Medium,268,536,0,2,Nonconforming Material/Component,2:35:19 AM,"ENDOPATH DEXTRUS SEAL CAP ASSEMBLY WITH ACCESSORIES AND ENDOPATH DEXTRUS FIXED-LENGTH ACCESS RETRACTORS,  HAP02"
K033249,0.378649291,Medium,268,536,0,2,Nonconforming Material/Component,2:35:19 AM,PAJUNK MODULAR HANDLE INSTRUMENTS
K201526,0.378649291,Medium,268,536,0,2,Nonconforming Material/Component,2:35:19 AM,TIPCAM1 Rubina Video Endoscope System
K182024,0.378649291,Medium,268,536,0,2,Nonconforming Material/Component,2:35:19 AM,Dissecting Balloon System
K222504,0.378649291,Medium,268,536,0,2,Nonconforming Material/Component,2:35:19 AM,H1
K091543,0.37863484,Medium,99,198,0,2,Device Design,2:35:19 AM,LEGION POROUS PLUS HA PRIMARY FEMORAL COMPONENTS
K090588,0.378562551,Medium,12,12,0,2,Device Design,2:35:19 AM,"POWER PROCESSOR SAMPLE PROCESSING SYSTEM WITH GENERIC CONNECTION MODULE, MODEL: 4210"
K243008,0.378541697,Medium,268,268,0,2,Nonconforming Material/Component,2:35:19 AM,Arthrex NanoScope System
GCJ,0.378541697,Medium,268,268,0,2,Nonconforming Material/Component,2:35:19 AM,"Laparoscope, General & Plastic Surgery"
K030512,0.378541697,Medium,268,268,0,2,Nonconforming Material/Component,2:35:19 AM,GUIDANT VASOVIEW ENDOSCOPIC VESSEL HARVESTING SYSTEM
K120468,0.378541697,Medium,268,268,0,2,Nonconforming Material/Component,2:35:19 AM,NCIRCLE(R) NITINOL TIPLESS STONE EXTRACTOR NGAGE(R) NITINOL STONE EXTRACTOR
K012771,0.378541697,Medium,268,268,0,2,Nonconforming Material/Component,2:35:19 AM,"TROCAR SLEEVE AND ACCESSORIES, MODELS 1287-XX-XX"
K014047,0.378541697,Medium,268,268,0,2,Nonconforming Material/Component,2:35:19 AM,APPLIED GELPORT LAPAROSCOPIC HAND ACCESS DEVICE
K010870,0.378541697,Medium,268,268,0,2,Nonconforming Material/Component,2:35:19 AM,"LAP DISC 120 X 120, MODEL LD111, LAP DISC 120 X 100, MODEL LD112, LAP DISC 70 X 70, MODEL LD113"
K070712,0.378541697,Medium,268,268,0,2,Nonconforming Material/Component,2:35:19 AM,MODIFICATION TO: YELLOPORT PORT ACCESS SYSTEM
K110257,0.378541697,Medium,268,268,0,2,Nonconforming Material/Component,2:35:19 AM,DIAMOND-FLEX(R) GRASPERS
K233451,0.378541697,Medium,268,268,0,2,Nonconforming Material/Component,2:35:19 AM,Arthrex Synergy Vision Endoscopic Imaging System
K150569,0.378541697,Medium,268,268,0,2,Nonconforming Material/Component,2:35:19 AM,LaparoVue
K963329,0.378541697,Medium,268,268,0,2,Nonconforming Material/Component,2:35:19 AM,ETHICON ENDOSUTURE SYSTEM
K081169,0.378541697,Medium,268,268,0,2,Nonconforming Material/Component,2:35:19 AM,AUTOSUTURE VERSAPORT PLUS BLADLESS TROCAR; BLADELESS TROCAR
K062209,0.378541697,Medium,268,268,0,2,Nonconforming Material/Component,2:35:19 AM,BASX BLADELESS TROCAR
K153126,0.378541697,Medium,268,268,0,2,Nonconforming Material/Component,2:35:19 AM,da Vinci Xi Hasson Cone
K993045,0.378541697,Medium,268,268,0,2,Nonconforming Material/Component,2:35:19 AM,"BARIATRIC LAPAROSCOPE, MODEL 367"
K113545,0.378493317,Medium,623,74137,0,2,Under Investigation by firm,2:35:19 AM,"VAPR VUE GENERATOR, VAPR 3 ELECTROSURGICAL SYSTEM, VAPR II ELECTROSURGICAL SYSTEM COOLPLUSE 90 AND COOLPLUSE 90 WITH HAN"
K102985,0.378466381,Medium,64,121984,0,2,Device Design,2:35:19 AM,V60 VENTILATOR WITH PPV AND AUTO-TRAK+ SOFTWARE OPTIONS
K171365,0.378383726,Medium,99,594,0,2,Device Design,2:35:19 AM,Arthrex Knee Systems
K201084,0.378302556,Medium,99,396,0,2,Device Design,2:35:19 AM,Physica system
P120010,0.378260438,Medium,9,156780,0,3,Device Design,2:35:19 AM,"Sensor, Glucose, Invasive"
K171991,0.378242983,Medium,99,1782,0,2,Device Design,2:35:19 AM,EMPOWR Porous Knee System
K140881,0.378218713,Medium,99,1485,0,2,Device Design,2:35:19 AM,DEPUY ATTUNE KNEE SYSTEM - CEMENTLESS CR AND PS FEMORAL COMPONENETS
K183511,0.378213729,Medium,116,232,0,2,Package design/selection,2:35:19 AM,"Affinity Pixie™ Oxygenator with Balance™ Biosurface (Model BBP211), Affinity Pixie™ Oxygenator and Cardiotomy/Venous Reservoir with Balance™ Biosurface (Model BBP241), Affinity Pixie™ Oxygenator with Cortiva™ BioActive Surface (Model CBP211), Affinity Pixie™ Oxygenator and Cardiotomy/Venous Reservoir with Cortiva™ BioActive Surface (Model CBP241)"
K173849,0.378200074,Medium,99,1782,0,2,Device Design,2:35:19 AM,Triathlon Total Knee System
K213781,0.378152647,Medium,99,3168,0,2,Device Design,2:35:19 AM,ATTUNE® Porous Fixed Bearing Tibial Base with AFFIXIUM™ 3DP
K121393,0.378042647,Medium,99,12474,0,2,Device Design,2:35:19 AM,"SMITH & NEPHEW, INC. TOTAL KNEE SYSTEM INSTRUMENTATION"
K121623,0.377921639,Medium,64,23104,0,2,Device Design,2:35:19 AM,BIPAP A 40 VENTILATORY SUPPORT SYSTEM
K120990,0.377915174,Medium,100,100,0,2,Device Design,2:35:19 AM,NEXGEN LCCK TRABECULAR METAL (TM) COUPLED TIBIAL CONES PROVISIONALS TO NEXGEN LCCK TRABECULAR METAL (TM) COUPLED TIBIAL
K072619,0.377915174,Medium,100,100,0,2,Device Design,2:35:19 AM,NEXGEN COMPLETE KNEE SOLUTION LPS-FLEX AND KNEE GENDER SOLUTIONS FEMALE (GSF) POROUS FEMORAL COMPONENTS
K983536,0.377902229,Medium,222,53502,0,2,Nonconforming Material/Component,2:35:19 AM,PROXIMATE CURVED AND STRAIGHT INTRALUMINAL STAPLERS
K200782,0.377846693,Medium,99,495,0,2,Device Design,2:35:19 AM,"Triathlon Posterior Stabilized Femoral Component - beaded with Peri-Apatite, Triathlon Cruciate Retaining Femoral Component - beaded with Peri-Apatite"
K122715,0.377658008,Medium,64,64,0,2,Device Design,2:35:19 AM,STELLAR 150
K170367,0.377658008,Medium,64,64,0,2,Device Design,2:35:19 AM,"Nivairo RT045 Non-Vented Hospital Full Face Mask Anti-Asphyxiation Valve - Large, Nivairo RT045 Non-Vented Hospital Full Face Mask Anti-Asphyxiation Valve - Medium, Nivairo RT045 Non-Vented Hospital Full Face Mask Anti-Asphyxiation Valve - Small, Nivairo RT045 Non-Vented Hospital Full Face Mask Anti-Asphyxiation Valve - Extra Small"
K031462,0.377583286,Medium,99,396,0,2,Device Design,2:35:19 AM,THE NEXGEN KNEE SYSTEM UNCEMENTED COMPONENTS
K181794,0.377534001,Medium,99,396,0,2,Device Design,2:35:19 AM,Truliant Porous Femoral Components
K173417,0.37743766,Medium,99,2079,0,2,Device Design,2:35:19 AM,Zimmer Persona Personalized Knee System
K150090,0.377433249,Medium,99,9702,0,2,Device Design,2:35:19 AM,Zimmer Persona Personalized Knee System
K172524,0.377421981,Medium,99,30195,0,2,Device Design,2:35:19 AM,Zimmer Persona Personalized Knee System
K083782,0.377417407,Medium,99,198,0,2,Device Design,2:35:19 AM,REGENEREX PATELLA COMPONENTS
K121771,0.37739275,Medium,99,3762,0,2,Device Design,2:35:19 AM,ZIMMER PERSONA THE PERSONALIZED KNEE SYSTEM
K172634,0.377391996,Medium,99,6534,0,2,Device Design,2:35:19 AM,Triathlon® X3® UHMWPE Tibial Inserts and Patellar Components
K102896,0.377336139,Medium,99,198,0,2,Device Design,2:35:19 AM,TRABECULAR METAL TIBIAL CONE AUGMENTS
K080361,0.377336022,Medium,99,99,0,2,Device Design,2:35:19 AM,REGENEREX TIBIAL COMPONENTS
K100897,0.377336022,Medium,99,99,0,2,Device Design,2:35:19 AM,LEGION POROUS + HA TIBIAL BASEPLATES
K050222,0.377336022,Medium,99,99,0,2,Device Design,2:35:19 AM,VANGUARD ANTERIOR STABILIZED TIBIAL BEARINGS
K223548,0.377336022,Medium,99,99,0,2,Device Design,2:35:19 AM,GMK Sphere & GMK SpheriKA Cementless
K182346,0.377336022,Medium,99,99,0,2,Device Design,2:35:19 AM,TRULIANT Porous Tibial Tray and Exactech Alteon Bone Screws
K140883,0.377336022,Medium,99,99,0,2,Device Design,2:35:19 AM,VANGUARD 360 OSSEOTI TIBIAL SLEEVE AUGMENT
K230295,0.377336022,Medium,99,99,0,2,Device Design,2:35:19 AM,ATTUNE® Revision Cones
K032905,0.377336022,Medium,99,99,0,2,Device Design,2:35:19 AM,3DKNEE POROUS COATED FEMORAL COMPONENT
K103517,0.377336022,Medium,99,99,0,2,Device Design,2:35:19 AM,TRABECULAR METAL FEMORAL CONE AUGMENTS
K240299,0.377336022,Medium,99,99,0,2,Device Design,2:35:19 AM,Persona the Personalized Knee System (Persona OsseoTi 3-Peg Patella)
K083465,0.377103718,Medium,9,9,0,2,Device Design,2:35:19 AM,DIMENSION VISTA CREATINE KINASE FLEX REAGENT CARTRIDGE AND DIMENSION VISTA CREATINE KINASE MB FLEX REAGENT CARTRIDGE
P130013,0.376895135,Medium,3,187245,0,3,Component design/selection,2:35:19 AM,"System, Appendage Closure, Left Atrial"
P160029,0.376564121,Medium,2,26884,0,3,Component design/selection,2:35:19 AM,Over-The-Counter Automated External Defibrillator
P200049,0.376300102,Medium,3,16497,0,3,Component design/selection,2:35:19 AM,"System, Appendage Closure, Left Atrial"
P040033,0.376251656,Medium,6,13542,0,3,Device Design,2:35:19 AM,"Prosthesis, Hip, Semi-Constrained, Metal/Metal, Resurfacing"
K163523,0.376072332,Medium,222,48840,0,2,Nonconforming Material/Component,2:35:19 AM,ECHELON CIRCULAR Powered Stapler
P020025,0.375957924,Medium,21,21,0,3,Component design/selection,2:35:19 AM,"Catheter, Percutaneous, Cardiac Ablation, For Treatment Of Atrial Flutter"
P120005,0.375509695,Medium,4,140,0,3,Device Design,2:35:19 AM,"Sensor, Glucose, Invasive, Non-Adjunctive"
P170034,0.375501561,Medium,4,2688,0,3,Device Design,2:35:19 AM,Intraocular Pressure Lowering Implant
K060585,0.375476698,Medium,3,9,0,2,Device Design,2:35:19 AM,"ROCHE ELECSYS- ACTH,ACTH CALSET,ACTH CALCHECK,PRECICONTROL ACTH"
P080030,0.375450471,Medium,4,500,0,3,Device Design,2:35:19 AM,Intraocular Pressure Lowering Implant
P080003,0.375416923,Medium,4,3560,0,3,Device Design,2:35:19 AM,Digital Breast Tomosynthesis
K013971,0.375303354,Medium,156,43992,0,2,Device Design,2:35:19 AM,BD VACUTAINER SAFETY COAGULATION TUBE
P170043,0.375192205,Medium,4,2888,0,3,Device Design,2:35:19 AM,Intraocular Pressure Lowering Implant
K031535,0.375181472,Medium,171,171,0,2,Device Design,2:35:19 AM,PHILIPS EASYDIAGNOST ELEVA
P000057,0.375062084,Medium,2,56,0,3,Device Design,2:35:19 AM,Finger Semi-Constrained Pyrolytic Carbon Uncemented Prosthesis
P150037,0.375053017,Medium,4,104,0,3,Device Design,2:35:19 AM,Intraocular Pressure Lowering Implant
K040431,0.374952788,Medium,1,4,0,2,Device Design,2:35:19 AM,ROCHE DIAGNOSTICS TINA-QUANT IGM GEN.2
K150893,0.374940307,Medium,3,99,0,2,Component design/selection,2:35:19 AM,IntelliCuff
K241352,0.374887843,Medium,106,318,0,2,Package design/selection,2:35:19 AM,Affinity NT Oxygenator and Uncoated Cardiotomy/ Venous Reservoir (541); Affinity NT Oxygenator with Balance Biosurface and Uncoated Cardiotomy/Venous Reservoir  (541B)
P160030,0.374865845,Medium,3,195210,0,3,Device Design,2:35:19 AM,"Sensor, Glucose, Invasive, Non-Adjunctive, Factory-Calibrated, User-Initiated"
K993090,0.374758567,Medium,164,328,0,2,Device Design,2:35:19 AM,SILHOUETTE FC
K060688,0.37469942,Medium,8,40,0,2,Device Design,2:35:19 AM,HEMOSIL SYNTHASIL
K071957,0.374584206,Medium,3,6,0,3,Device Design,2:35:19 AM,PINNACLE PELVIC FLOOR REPAIR KITS
K220212,0.374127306,Medium,156,31512,0,2,Device Design,2:35:19 AM,"BD Vacutainer® Push Button Blood Collection Set, BD Vacutainer® Push Button Blood Collection Set with Pre-Attached Holder"
P970003,0.374068285,Medium,1,49440,0,3,Device Design,2:35:19 AM,"Stimulator, Autonomic Nerve, Implanted For Epilepsy"
P140018,0.373973632,Medium,2,4816,0,3,Package design/selection,2:35:19 AM,"Agent, Occluding, Vascular, Permanent"
K122459,0.373932794,Medium,2,10,0,3,Device Design,2:35:19 AM,"PINNACLE LITE PELVIC FLOOR REPAIR KIT, POSTERIOR UPHOLD LITE VAGINAL SUPPORT SYSTEM"
K955450,0.373849731,Medium,8,8,0,2,Device Design,2:35:19 AM,PATHROMTIN SL
K163410,0.373652738,Medium,164,1148,0,2,Device Design,2:35:19 AM,DigitalDiagnost C50
K051967,0.373647724,Medium,166,166,0,2,Device Design,2:35:19 AM,REVOLUTION XR/D DIGITAL RADIOGRAPHIC IMAGING SYSTEM WITH TOMOSYNTHESIS
K091889,0.373647724,Medium,166,166,0,2,Device Design,2:35:19 AM,"DRX-EVOLUTION, MODEL VX3733-SYS"
K212724,0.373485415,Medium,156,28080,0,2,Device Design,2:35:19 AM,BD Vacutainer UltraTouch Push Button Blood Collection Set
K173270,0.373438918,Medium,222,42402,0,2,Nonconforming Material/Component,2:35:19 AM,Tri-Staple 2.0 Reinforced Reload
P150017,0.373346879,Medium,1,2336,0,3,Device Design,2:35:19 AM,"Prosthesis, Metatarsophalangeal Joint Cartilage Replacement Implant"
K081048,0.373308667,Medium,1,1,0,3,Device Design,2:35:19 AM,PINNACLE PELVIC FLOOR REPAIR KIT II
K201670,0.373034224,Medium,164,164,0,2,Device Design,2:35:19 AM,YSIO X.pree
K140683,0.373034224,Medium,164,164,0,2,Device Design,2:35:19 AM,"0180 INTUITION, 0072 PRECISION"
K213700,0.373034224,Medium,164,164,0,2,Device Design,2:35:19 AM,"MULTIX Impact, MULTIX Impact C"
K181279,0.373034224,Medium,164,164,0,2,Device Design,2:35:19 AM,Ysio Max
K172869,0.373034224,Medium,164,164,0,2,Device Design,2:35:19 AM,Discovery XR656 HD
K140878,0.373017237,Medium,209,8645912,0,2,Employee error,2:35:19 AM,STRAUMANN BONE LEVEL TAPERED IMPLANT
K143057,0.372920195,Medium,20,40,0,2,Software design,2:35:19 AM,M3290B Philips IntelliVue Information Center iX
K140273,0.372823121,Medium,21,42,0,2,Software Manufacturing/Software Deployment,2:35:19 AM,EQUALIZER OCCLUSION BALLOON CATHETER
K103191,0.37274572,Medium,107,321,0,2,Package design/selection,2:35:19 AM,QUADROX-I PEDIATRIC MICROPOROUS MEMBRANE OXYGENATOR WITH INTEGRATED ARTERIAL FILTER WITH SOFTLINE / BIOLINE COATING
K222297,0.372634402,Medium,106,636,0,2,Package design/selection,2:35:19 AM,CentriMag Pre-connected Pack
K982508,0.37260193,Medium,439,1320,0,2,Process control,2:35:19 AM,FLEXIMA
P000006,0.372476812,Medium,20,1306800,0,3,Process control,2:35:19 AM,"Device, Impotence, Mechanical/Hydraulic"
K191029,0.372361268,Medium,106,530,0,2,Package design/selection,2:35:19 AM,"Affinity NTTM Oxygenator (Model 511), Affinity® NT Hollow Fiber Oxygenator with Plasma Resistant Fiber (PRF) with TrilliumTM Biosurface (Model 511T), Affinity® NT Integrated CVR/Membrane Oxygenator with Plasma Resistant Fiber (Model 541), Affinity® NT Integrated CVR/Membrane Oxygenator with Plasma Resistant Fiber (Model 541-R), Affinity NT® Integrated CVR/Membrane Oxygenator with Trillium® Biosurface (Model 541T), Affinity NT® Integrated CVR/Membrane Oxygenator with Trillium® Biosurfac"
K202446,0.372283959,Medium,156,15600,0,2,Device Design,2:35:19 AM,BD Preset Syringe & BD A-Line Syringe
K130209,0.372127535,Medium,106,318,0,2,Package design/selection,2:35:19 AM,"INSPIRE 6 HOLLOW FIBER OXYGENATOR WITH INTEGRATED HARDHELL RESERVOIR, INSPIRE 6F HOLLOW FIBER OXYGENATOR WITH INTEGRATED"
K980414,0.372109243,Medium,156,14664,0,2,Device Design,2:35:19 AM,"VACUTAINER BRAND SAFETY-LOK BLOOD COLLECTION SET MODEL MULTIPLE, VACUTAINER BRAND BLOOD COLLECTION SET"
K180950,0.372031597,Medium,106,318,0,2,Package design/selection,2:35:19 AM,"Terumo Capiox NX19 Oxygenator with Reservoir (east Orientation), Terumo Capiox NX19 Oxygenator with Reservoir (west Orientation), Terumo Capiox NX19 Oxygenator (east Orientation), Terumo Capiox NX19 Oxygenator (west Orientation)"
K202510,0.371938324,Medium,106,1060,0,2,Package design/selection,2:35:19 AM,AMG PMP Infant
K202206,0.371908777,Medium,106,318,0,2,Package design/selection,2:35:19 AM,AMG PMP Pediatric
K103142,0.371902102,Medium,62,124,0,2,Software design,2:35:19 AM,SPACELABS MULTI-PARAMETER MODULE
K150310,0.37189892,Medium,67,11055,0,2,Software design,2:35:19 AM,IntelliVue Patient Monitor
K180086,0.37186788,Medium,439,3520,0,2,Process control,2:35:19 AM,Gyrus ACMI – EZDilate 3-Stage Balloon Dilatation Catheter
K132829,0.371809468,Medium,106,424,0,2,Package design/selection,2:35:19 AM,"QUADROX-I, QUADROX-ID, QUADROX-IR OXYGENATORS"
K151389,0.371776514,Medium,106,530,0,2,Package design/selection,2:35:19 AM,Terumo Capiox FX15 Advance Oxygenator with Integrated Arterial Filter and Hardshell Reservoir
K040210,0.371775526,Medium,106,212,0,2,Package design/selection,2:35:19 AM,CAPIOX RX25 HOLLOW FIBER OXYGENATOR W/WO HARDSHELL RESERVOIR
K203111,0.371698277,Medium,106,742,0,2,Package design/selection,2:35:19 AM,"Affinity Fusion Oxygenator System, Affinity Pixie Oxygenation System"
K130433,0.371678859,Medium,106,212,0,2,Package design/selection,2:35:19 AM,"INSPIRE 8 HOLLOW FIBER OXYGENATOR WITH INTEGRATED HARDSHELL RESERVOIR, INSPIRE 8F HOLLOW FIBER OXYGENATOR WITH INTEGRATE"
K071494,0.371636165,Medium,106,3392,0,2,Package design/selection,2:35:19 AM,CAPIOX FX15 AND FX25 HOLLOW FIBER OXYGENATOR AND ARTERIAL FILTER
K141492,0.37162419,Medium,106,2014,0,2,Package design/selection,2:35:19 AM,ADVANCED MEMBRANCE GAS EXCHANGE PMP STERILE (A.M.G PMP STERILE)
K200683,0.371603978,Medium,106,212,0,2,Package design/selection,2:35:19 AM,"INSPIRE 7FM Hollow fiber oxygenator with integrated arterial filter, INSPIRE 7F Hollow fiber oxygenator with integrated arterial filter and hardshell reservoir, INSPIRE 7F DUAL Hollow fiber oxygenator with integrated arterial filter and hardshell reservoir"
K151791,0.371587957,Medium,106,3074,0,2,Package design/selection,2:35:19 AM,"Terumo Capiox FX15 Advance Oxygenator with Integrated Arterial Filter and Reservoir, Terumo Capiox FX25 Advance Oxygenator with Integrated Arterial Filter and Reservoir"
